ID,name,sub_category,country_name,launched,deadline,goal,pledged,currency,outcome
211,"Football As Football - Merchandise","Graphic Design",US,"2014-06-09 00:00:00","2014-07-09 00:00:00",45000,8141,USD,failed
212,"Buddhist Geeks Conference 2012",Technology,US,"2011-09-07 00:00:00","2011-10-22 00:00:00",20000,25751,USD,successful
213,"Beyond Clueless",Documentary,GB,"2012-12-15 00:00:00","2013-01-14 00:00:00",15119.2,19106.52,GBP,successful
214,"My First Emotions - Children's Educational Toolkit",Publishing,GB,"2017-05-03 00:00:00","2017-06-02 00:00:00",6426.74,6428.02,GBP,successful
215,"FOREVERSE Virtual Reality Event Series","Video Games",US,"2017-04-09 00:00:00","2017-05-09 00:00:00",600000,451,USD,canceled
216,"18 Days in Egypt",Technology,US,"2012-01-20 00:00:00","2012-02-19 00:00:00",18000,20142.18,USD,successful
217,"The City",Comics,US,"2011-07-20 00:00:00","2011-09-18 00:00:00",3000,136,USD,failed
218,"Space Chronicles - MMORPG Browser Game","Video Games",IT,"2016-01-09 00:00:00","2016-03-09 00:00:00",5545.02,31.05,EUR,failed
219,"SCORE FOR AN UNREHEARSED ENSEMBLE",Dance,US,"2012-05-09 00:00:00","2012-06-13 00:00:00",3000,3582.45,USD,successful
220,""Wizard Alchemy" Poetry Gazette from Word Wizards Press",Poetry,US,"2015-11-01 00:00:00","2015-12-01 00:00:00",88489,0,USD,failed
221,"Help A LouSir Make His First Album",Hip-Hop,US,"2014-10-16 00:00:00","2014-11-15 00:00:00",3000,110,USD,failed
222,"Let's Get A Keg!",Events,US,"2015-08-18 00:00:00","2015-08-28 00:00:00",100,30,USD,suspended
223,"Thoughts & Recreation - First issue of our new magazine",Journalism,GB,"2013-04-03 00:00:00","2013-05-03 00:00:00",1555.45,466.64,GBP,failed
224,""STRANDED!",Shorts,US,"2013-01-31 00:00:00","2013-03-05 00:00:00",6250,3175,USD,failed
225,"Change Address",Web,US,"2015-05-19 00:00:00","2015-07-18 00:00:00",200000,0,USD,failed
226,"GO!CATCHER!!! — Paper Toys With Digital Play","Interactive Design",HK,"2017-05-26 00:00:00","2017-06-26 00:00:00",3843.79,1160.18,HKD,failed
227,"Lego stop motion and gaming commentary","Film & Video",AU,"2015-02-05 00:00:00","2015-03-07 00:00:00",114.92,0,AUD,failed
228,"Onward To Yesterday! Jim Tyrrell finally hits the road.","Country & Folk",US,"2010-10-27 00:00:00","2010-12-26 00:00:00",2000,2342,USD,successful
229,"Wabash Brewing - Nano Custom Brewing",Drinks,US,"2014-06-03 00:00:00","2014-07-03 00:00:00",16000,17176.12,USD,successful
230,"productpure EA-Free Baby Bottle Goes Far Beyond BPA-Free","Product Design",US,"2016-04-11 00:00:00","2016-05-11 00:00:00",15000,260,USD,failed
231,"Student Film Festival","Film & Video",US,"2014-01-10 00:00:00","2014-02-09 00:00:00",2500,2510,USD,successful
232,"Learn Basic Programming",Technology,US,"2015-01-04 00:00:00","2015-02-18 00:00:00",1500,201,USD,failed
233,"The Wild Mural","Public Art",US,"2012-07-01 00:00:00","2012-08-15 00:00:00",7000,7184,USD,successful
234,"Pilot From Zero Book",Nonfiction,US,"2017-02-06 00:00:00","2017-03-08 00:00:00",5000,0,USD,failed
235,"L.A. Vida Skate Supply Launch","Product Design",US,"2014-07-28 00:00:00","2014-08-27 00:00:00",1000,0,USD,failed
236,"Passing Shot: Dice Tennis Game","Tabletop Games",US,"2011-12-29 00:00:00","2012-01-28 00:00:00",500,813,USD,successful
237,"Boxxle- Premium Cask Wine Dispenser","Product Design",US,"2011-05-13 00:00:00","2011-08-11 00:00:00",75000,8567.77,USD,failed
238,"Tales From The Jumpseat - Pilot Episode",Webseries,US,"2017-02-19 00:00:00","2017-03-21 00:00:00",1300,1603,USD,successful
239,"Derby Panther Marching Band Weathers the Storm",Music,US,"2016-05-12 00:00:00","2016-06-01 00:00:00",3500,4080,USD,successful
240,"Established UK Streetwear brand to global market leader.",Fashion,GB,"2014-02-24 00:00:00","2014-04-10 00:00:00",17567.93,393.19,GBP,failed
241,"Erstellung eines Bildbandes für Gnadenhöfe",Photobooks,DE,"2016-09-13 00:00:00","2016-11-12 00:00:00",21258.05,86.1,EUR,failed
242,"RoVR - Your New Virtual Best Friend!","Video Games",US,"2017-08-15 00:00:00","2017-09-15 00:00:00",30000,6504.01,USD,canceled
243,"Scales Secrets Shop",Crafts,US,"2014-09-19 00:00:00","2014-11-18 00:00:00",500,120,USD,failed
244,"Long Beach Kombucha (Canceled)",Food,US,"2014-07-15 00:00:00","2014-08-14 00:00:00",4400,0,USD,canceled
245,"Undetermined Destiny, The Dark Way Down","Mobile Games",US,"2014-06-27 00:00:00","2014-07-27 00:00:00",5000,738,USD,failed
246,"Eugenic Death "Under The Knife" (Canceled)",Metal,US,"2016-01-04 00:00:00","2016-02-03 00:00:00",1200,25,USD,canceled
247,"Stimulator Album #4 - Susan Hyatt and Geoff Tyson United",Rock,US,"2012-05-05 00:00:00","2012-06-19 00:00:00",5550,260,USD,failed
248,"The Wardenclyffe Horror",Comics,US,"2012-10-12 00:00:00","2012-11-16 00:00:00",9800,10652.42,USD,successful
249,"Abrax Games moving up in the world (Youtube Funding)",Hardware,GB,"2014-07-16 00:00:00","2014-08-15 00:00:00",333.8,0,GBP,failed
250,"ThamesLark (Canceled)","Conceptual Art",GB,"2014-08-01 00:00:00","2014-08-31 00:00:00",13036.75,0,GBP,canceled
251,"Brent Lawrence & Scruffy Dogma Debut Recording Project",Music,US,"2012-04-03 00:00:00","2012-05-03 00:00:00",1500,0,USD,failed
252,"Etalon is your reflection. Create your perfect bag!",Accessories,ES,"2015-06-05 00:00:00","2015-07-10 00:00:00",41384.71,612.94,EUR,failed
253,"Forge Brew Works",Food,US,"2013-03-05 00:00:00","2013-04-04 00:00:00",10000,22064,USD,successful
254,FIVE,"Graphic Novels",US,"2017-10-23 00:00:00","2017-11-27 00:00:00",15000,20731.33,USD,successful
255,"Phantom Ice Maker | Seven Clear, Slow-Melting Ice Shapes","Product Design",US,"2017-10-25 00:00:00","2017-11-25 00:00:00",50000,424615,USD,successful
256,"Legacy of Atlantis",Comics,US,"2013-12-14 00:00:00","2014-01-13 00:00:00",4000,241,USD,failed
257,"Manny Manriquez' new rock opera journey: Outland Warrior",Rock,US,"2015-06-05 00:00:00","2015-07-05 00:00:00",3500,4343,USD,successful
258,"Mason Sylvester S/S '13 New York Fashion Week Show",Fashion,US,"2012-07-23 00:00:00","2012-08-06 00:00:00",3000,25,USD,failed
259,Corporate-TV,Television,DE,"2017-04-08 00:00:00","2017-05-09 00:00:00",54379.74,1.09,EUR,failed
260,"Three Richmond-Themed Posters, Metallic Duo-Tone","Graphic Design",US,"2014-02-03 00:00:00","2014-02-18 00:00:00",2200,457,USD,failed
261,"The Dream Diaries",Documentary,US,"2012-03-26 00:00:00","2012-04-25 00:00:00",17500,2587,USD,failed
262,"THE BEAUTIFUL DEAD","Film & Video",US,"2012-04-13 00:00:00","2012-06-12 00:00:00",8500,9000,USD,successful
263,"Flyshark:To Redefine The Wireless Keyboard",Gadgets,US,"2014-08-05 00:00:00","2014-09-09 00:00:00",30000,61422.7,USD,successful
264,Wisp,"Video Games",US,"2012-07-19 00:00:00","2012-08-18 00:00:00",4000,2879.66,USD,failed
265,"Cigars and the Meaning of Life",Nonfiction,US,"2014-07-31 00:00:00","2014-08-30 00:00:00",4500,21,USD,failed
266,"Muscle Macros Food Truck","Food Trucks",US,"2017-04-27 00:00:00","2017-05-04 00:00:00",2500,2500,USD,successful
267,"Book Project Ready to Go",Fiction,US,"2009-12-03 00:00:00","2010-02-27 00:00:00",4000,50,USD,failed
268,"Cardiff Wings - Sleep. Made. Easy","Product Design",US,"2016-08-17 00:00:00","2016-09-24 00:00:00",20000,5621,USD,failed
269,"NYOBI #2","Comic Books",CA,"2015-12-16 00:00:00","2016-01-15 00:00:00",860.76,1901.25,CAD,successful
270,"The Chronicles of Faro Continues -- Play The Devil's Hand","Comic Books",US,"2015-04-03 00:00:00","2015-06-02 00:00:00",8600,14450,USD,successful
271,"50's - 60's Musical Revue with skits",Theater,US,"2015-02-25 00:00:00","2015-03-18 00:00:00",5000,0,USD,failed
272,"blipcast | Send TV Audio to your Smartphone's Headphones",Hardware,US,"2016-01-05 00:00:00","2016-02-01 00:00:00",100000,37994.34,USD,failed
273,"Badassical #3 (a sci-fi adventure comic)","Comic Books",CA,"2017-06-30 00:00:00","2017-07-30 00:00:00",3181.67,14539.85,CAD,successful
274,"The Eighth Floor",Shorts,US,"2015-11-29 00:00:00","2015-12-29 00:00:00",3360,815,USD,failed
275,"How NOT to Use the Book of the Dead","Film & Video",US,"2013-07-12 00:00:00","2013-09-10 00:00:00",100000,62.66,USD,failed
276,"Threaten The Body, Destroy The Mind",Nonfiction,US,"2013-03-20 00:00:00","2013-04-19 00:00:00",3600,196,USD,failed
277,"DEBORAH a pendant lamp.","Product Design",MX,"2017-08-31 00:00:00","2017-10-05 00:00:00",2973.46,3250.26,MXN,successful
278,"4 Color Press for 5th Street Garment Company",Fashion,US,"2013-09-11 00:00:00","2013-10-11 00:00:00",800,0,USD,failed
279,"Purrito Cat",Art,US,"2017-03-30 00:00:00","2017-04-29 00:00:00",350,365,USD,successful
280,"Hooked -Track Phone Usage and Discover New Population Habits",Apps,ES,"2016-01-15 00:00:00","2016-02-09 00:00:00",5468.36,180.4,EUR,failed
281,"Luna Noel | Earth Mood Perfumes",Crafts,US,"2017-07-07 00:00:00","2017-08-06 00:00:00",75000,9666,USD,canceled
282,Past,Drama,US,"2015-06-06 00:00:00","2015-08-05 00:00:00",110000,11,USD,failed
283,"Art For All Year - 2014","Mixed Media",US,"2014-01-10 00:00:00","2014-02-09 00:00:00",6600,311,USD,failed
284,"Bloody Mess","Graphic Novels",GB,"2014-11-23 00:00:00","2015-01-12 00:00:00",6828.11,1722.2,GBP,failed
285,"Karen Townsend (and the "Recordions") There Is No Bottom","Country & Folk",US,"2012-05-10 00:00:00","2012-05-28 00:00:00",800,1056,USD,successful
286,"ComiCase:  Relaunch - Revolutionary Mylar Display Cases",Comics,US,"2013-12-13 00:00:00","2014-01-12 00:00:00",12675,6347,USD,failed
287,"Victory at Sea. A Naval War Game for mobile, PC & Mac","Video Games",GB,"2013-05-01 00:00:00","2013-05-31 00:00:00",38089.43,473.83,GBP,failed
288,"Amare Dolls - Talaya: A Fantasy Ball Joint Doll",Sculpture,GB,"2015-01-15 00:00:00","2015-02-14 00:00:00",2460.1,2743.01,GBP,successful
289,"Dirty Santa: The Official Christmas Party Game","Playing Cards",US,"2017-11-07 00:00:00","2017-11-18 00:00:00",3000,1323,USD,failed
290,"Big Game Jerky USA . COM",Events,US,"2015-04-27 00:00:00","2015-05-12 00:00:00",2000,24,USD,failed
291,"Sacimals - Stuffed Animal Furniture","Product Design",US,"2013-08-09 00:00:00","2013-09-09 00:00:00",38150,4361,USD,failed
292,"Ambition Handicapped by Laziness",Poetry,NZ,"2015-07-03 00:00:00","2015-08-01 00:00:00",1971.74,6.57,NZD,failed
293,"Monkey Chef #2","Comic Books",US,"2014-05-06 00:00:00","2014-06-05 00:00:00",3500,4052,USD,successful
294,"Little Training Book Series","Children's Books",US,"2013-11-17 00:00:00","2013-12-17 00:00:00",1500,21,USD,failed
295,"Spicy Goodness - Spice Recipes From Around the World",Cookbooks,AU,"2014-09-16 00:00:00","2014-10-16 00:00:00",878.5,43.93,AUD,canceled
296,"Life's a beach...",Nature,AU,"2015-12-14 00:00:00","2016-01-13 00:00:00",20845.92,1.37,AUD,failed
297,"the Human Light Suit )'( Burning Man 2013",Photography,US,"2013-07-30 00:00:00","2013-08-14 00:00:00",4700,5656,USD,successful
298,"Swedish Folk Music Treasures","World Music",US,"2014-04-26 00:00:00","2014-05-26 00:00:00",5000,6190,USD,successful
299,"Help save Studio 2 Leederville. Art space and event venue",Art,AU,"2015-06-09 00:00:00","2015-07-24 00:00:00",7991.28,1481.29,AUD,failed
300,""Represent" Web Series (Canceled)",Webseries,US,"2016-03-17 00:00:00","2016-04-16 00:00:00",3300,40,USD,canceled
301,"Marina's Mind","Children's Books",US,"2012-02-12 00:00:00","2012-03-13 00:00:00",850,270,USD,failed
302,"kill yourself zine","Art Books",US,"2012-04-10 00:00:00","2012-05-10 00:00:00",300,83,USD,failed
303,"Nature Photography",Photography,US,"2014-03-05 00:00:00","2014-03-11 00:00:00",2600,0,USD,failed
304,"Handmade Pocket squares by sharpfellas.com (Canceled)",Apparel,CA,"2014-06-13 00:00:00","2014-07-13 00:00:00",6514.66,439.27,CAD,canceled
305,"The Eubie Live Project",Jazz,US,"2012-06-13 00:00:00","2012-07-13 00:00:00",4000,725,USD,failed
306,"Penn State SOMA Arts Crawl 2013","Performance Art",US,"2013-03-06 00:00:00","2013-03-30 00:00:00",800,806,USD,successful
307,"Jitter Bus Coffee","Food Trucks",US,"2015-03-10 00:00:00","2015-04-09 00:00:00",5000,5260,USD,successful
308,"Universal Plate Holder",Technology,AU,"2017-07-08 00:00:00","2017-08-07 00:00:00",7863.49,24.38,AUD,failed
309,"Surreal Art Exhibition Tour of "The Wrong Alice"",Painting,GB,"2015-07-13 00:00:00","2015-09-01 00:00:00",4872.4,114.2,GBP,failed
310,"The Dove - short thriller film reminiscent of classic horror",Shorts,US,"2011-02-22 00:00:00","2011-05-15 00:00:00",1500,1525,USD,successful
311,"VIS - 'Useful Power'",Gadgets,US,"2015-02-18 00:00:00","2015-03-30 00:00:00",30000,62367,USD,successful
312,"The Batik Fabric & Clothing Lifestyle",Fashion,US,"2013-02-06 00:00:00","2013-03-08 00:00:00",1500,100,USD,failed
313,"Global Water Shortage: The Fracking Water Loss Theory!",Print,US,"2016-08-04 00:00:00","2016-09-03 00:00:00",30000,70,USD,failed
314,"Midwest Underground",Webseries,US,"2012-02-11 00:00:00","2012-03-16 00:00:00",10000,10121.73,USD,successful
315,"SWANKY SHAMPANE project",Theater,US,"2011-03-04 00:00:00","2011-04-19 00:00:00",30000,1010,USD,failed
316,"HST - Anti Cyber Hacking  Hidden Sovereign Technology",Software,SE,"2016-01-11 00:00:00","2016-02-10 00:00:00",357747.62,0,SEK,failed
317,"I'm bringing good music back! Fans of Faith No More rejoice!",Rock,US,"2015-06-11 00:00:00","2015-07-11 00:00:00",3100,0,USD,failed
318,"Scream Guitars are playable electric guitars with custom art","Digital Art",US,"2014-11-06 00:00:00","2014-12-06 00:00:00",25000,9,USD,failed
319,"Buddha World",Documentary,US,"2011-07-28 00:00:00","2011-08-27 00:00:00",4000,4081,USD,successful
320,"Jewelry In The Heart",Jewelry,US,"2017-03-05 00:00:00","2017-04-04 00:00:00",10000,0,USD,failed
321,"Goth Homme world tour 2018 (pt 1 of 10)",Music,US,"2016-12-25 00:00:00","2017-02-23 00:00:00",6666,0,USD,canceled
322,"INTO MYSTERY: Clue 08  Tamref","Product Design",US,"2013-06-27 00:00:00","2013-08-25 00:00:00",18537,4280.66,USD,failed
323,"Bikepacking the Ring Road",Documentary,US,"2014-05-12 00:00:00","2014-05-31 00:00:00",4000,780,USD,failed
324,"Maria Cardelli Luxury Fashion Accessories",Accessories,NL,"2015-03-05 00:00:00","2015-04-04 00:00:00",58135.23,2100.27,EUR,failed
325,"Innovative American Mind: Crowd-Sourced Innovation Stories",Nonfiction,US,"2013-09-08 00:00:00","2013-10-08 00:00:00",14250,1170,USD,failed
326,"ANGELIC WARS (GRAPHIC NOVEL)",Comics,US,"2013-08-14 00:00:00","2013-09-13 00:00:00",1500,64,USD,failed
327,"launch of New Visions Art Studio",Ceramics,US,"2016-06-07 00:00:00","2016-07-06 00:00:00",10000,0,USD,failed
328,"The Get Away Kids",Shorts,US,"2015-01-30 00:00:00","2015-03-01 00:00:00",5000,52,USD,failed
329,"Fro-Joe's, Ocean City's First Rolled Ice Cream Shop",Restaurants,US,"2016-09-29 00:00:00","2016-11-28 00:00:00",70000,107,USD,failed
330,"Just Say M.O! Chapter's 1 & 2",Hip-Hop,US,"2014-05-10 00:00:00","2014-06-19 00:00:00",10000,0,USD,failed
331,"Tobacco Road Showcase",Theater,US,"2012-01-07 00:00:00","2012-03-06 00:00:00",2500,0,USD,failed
332,"East Meets West Beef Stick Flavor-Sure to Please","Small Batch",US,"2017-06-27 00:00:00","2017-07-27 00:00:00",500,1505,USD,successful
333,"Creativity Knits: Artful Knitting Tools",Crafts,US,"2012-09-29 00:00:00","2012-10-13 00:00:00",750,10,USD,failed
334,"One Hard-Working Couple, With a Goal, On an Organic Mission",Farms,US,"2015-03-28 00:00:00","2015-05-27 00:00:00",4000,4542,USD,successful
335,Yooquik,"DIY Electronics",IT,"2016-05-13 00:00:00","2016-07-12 00:00:00",54527.45,14043.6,EUR,canceled
336,"Life Size Rhinoceros in London","Public Art",GB,"2013-09-11 00:00:00","2013-09-15 00:00:00",6407.79,432.53,GBP,failed
337,"Frühstück TV - A German-American Talk Show",Webseries,US,"2013-06-12 00:00:00","2013-07-27 00:00:00",18500,4737.99,USD,failed
338,"Hub+ for USB-C: Get your MacBook ports back.",Hardware,US,"2015-05-05 00:00:00","2015-06-16 00:00:00",35000,883460.8,USD,successful
339,"Fight Fire With Fire",Documentary,US,"2014-07-17 00:00:00","2014-08-07 00:00:00",20000,180,USD,failed
340,"THE PERFECT CHINO | CUSTOM MADE TO FIT YOU by Woodies",Apparel,US,"2016-04-19 00:00:00","2016-05-29 00:00:00",15000,112476.44,USD,successful
341,"State Flag Geography Cards",Publishing,US,"2012-12-06 00:00:00","2013-01-05 00:00:00",3000,3015,USD,successful
342,"The Danish Beer Adventure",Drinks,DK,"2017-08-24 00:00:00","2017-09-23 00:00:00",1586.34,7.93,DKK,failed
343,"Turn my imagination into physical forms of art.",Art,AU,"2016-01-11 00:00:00","2016-02-10 00:00:00",709.07,65.94,AUD,failed
344,"Michael Lewis Rowland: My Brother's Keeper- a Memoir",Nonfiction,US,"2016-05-24 00:00:00","2016-06-23 00:00:00",8000,50,USD,canceled
345,"Ecofarm for High Functioning Autistic Adults",Farms,US,"2015-02-20 00:00:00","2015-03-22 00:00:00",30000,225,USD,failed
346,"Life Lessons - Netflix Series",Webseries,US,"2015-04-19 00:00:00","2015-05-19 00:00:00",20000,0,USD,failed
347,"30 Day Itch",Shorts,US,"2013-03-27 00:00:00","2013-04-26 00:00:00",5000,0,USD,failed
348,""Get Cocky" Shorts",Apparel,US,"2014-09-11 00:00:00","2014-10-11 00:00:00",100,4228,USD,successful
349,"European Reversibles",Apparel,US,"2016-04-06 00:00:00","2016-05-31 00:00:00",30000,0,USD,failed
350,"The Audio Embodiment of the Culture of Food",Food,US,"2010-06-26 00:00:00","2010-07-30 00:00:00",1000,1438,USD,successful
351,"Some Fear None: "In Theater" debut music video",Rock,US,"2014-06-21 00:00:00","2014-07-21 00:00:00",15000,830,USD,failed
352,"BreakingBad inspired Coffee Lab Walter's Coffee Roastery NYC",Food,US,"2015-10-05 00:00:00","2015-11-04 00:00:00",55000,28109,USD,failed
353,"Stanky and Amazing Gracie: Illustrated by Kailey Semmelmann","Children's Books",US,"2014-08-09 00:00:00","2014-09-20 00:00:00",5000,5275,USD,successful
354,"Alex's Dad Chair of Inspiration and Awesomeness (Suspended)",Academic,US,"2016-01-25 00:00:00","2016-03-25 00:00:00",900,1,USD,suspended
355,"The Imposters","Live Games",US,"2017-04-11 00:00:00","2017-05-11 00:00:00",5000,7010,USD,successful
356,"The Dark Knight Trilogy: Mobile App Filming Locations",Comics,US,"2013-10-22 00:00:00","2013-11-21 00:00:00",900,1,USD,failed
357,"The Water Table: Brooklyn's First Dinner Boat!",Food,US,"2013-02-08 00:00:00","2013-02-26 00:00:00",8000,868,USD,failed
358,"Get Mrtcupz a Sasuke Hugging Body Pillow Case Cover","Gaming Hardware",GB,"2015-07-18 00:00:00","2015-09-16 00:00:00",25.03,0,GBP,suspended
359,"Police Brutality Posters",Art,US,"2012-01-22 00:00:00","2012-03-07 00:00:00",500,10,USD,failed
360,"First Gear - Motorprogrammet för alla","Film & Video",SE,"2016-06-01 00:00:00","2016-06-30 00:00:00",2964.58,503.98,SEK,failed
361,"First Time Author fulfilling his Dreams",Fiction,US,"2010-11-16 00:00:00","2010-12-16 00:00:00",900,135,USD,failed
362,"Footsies - Pedaling Romance Below the Knees.",Shorts,US,"2013-11-16 00:00:00","2013-12-16 00:00:00",3000,864,USD,failed
363,"Bedrooms of The Fallen",Photography,US,"2011-01-25 00:00:00","2011-02-24 00:00:00",15000,16837,USD,successful
364,"Zombie Fabulous #3: Mary: Sacred Heart of the Motor City","Comic Books",US,"2017-06-03 00:00:00","2017-07-03 00:00:00",1000,1228,USD,successful
365,"MARK OF THE DOG ROSE - an Astropiano Films feature","Film & Video",US,"2011-04-21 00:00:00","2011-07-20 00:00:00",1000,1050,USD,successful
366,"Gunner Abbott: Escape From Lizardoom "Short Film"","Science Fiction",US,"2014-06-07 00:00:00","2014-07-07 00:00:00",200,290,USD,successful
367,"SHOTBOX with PANELS","Product Design",US,"2016-07-28 00:00:00","2016-09-01 00:00:00",15000,10433,USD,canceled
368,"808 SPEAKERBOX - H4 Help Hawaii Hip-Hop",Hip-Hop,US,"2011-10-13 00:00:00","2011-12-10 00:00:00",3000,3030.06,USD,successful
369,"Kiën Light: Intelligent daylight at your fingertips",Hardware,DE,"2016-10-18 00:00:00","2016-11-23 00:00:00",52959.93,161611.46,EUR,successful
